tweet,clean,date,time,link
"well, that’s covid ",well thats covid,2020-03-21,14:20:53+00:00,https://twitter.com/imjpgodoyo/status/1241369191753478145
"After cainta, may 2 na nag positive sa Covid 19 sa taytay rizal, isa dun namatay na. Wag na matigas ulo please mag stay na sa bahay! Binangonan, isarado ang point of entry please. Sorry pero dapat mag higpit!",cainta nag positive covid taytay rizal dun namatay matigas ulo please stay bahay binangonan isarado point entry please sorry higpit,2020-03-21,14:19:10+00:00,https://twitter.com/theashleyfierce/status/1241368761346580480
After covid sis tara’t mag tiktok at mag vlog non ,covid sis tarat tiktok vlog,2020-03-21,14:11:22+00:00,https://twitter.com/JuneBarrientos/status/1241366798626222081
"Again, #EwanKoHa, pero medyo weird ang pabago-bagong guidelines sa kung sino ba dapat ang i-test for COVID-19. Malinaw naman na kailangan na ng mass testing at kailangan na natin ’to ngayon. Sabi nga ng WHO: Isolate, Test, Trace, and Treat. Kaya dapat #MassTestingPH",medyo weird pabago bagong guidelines test covid malinaw mass testing natin nga isolate test trace treat,2020-03-21,14:06:25+00:00,https://twitter.com/jairobolledo/status/1241365550116159489
"Gaano kahanda kaya ang gobyerno natin kung nangyari ang worst case scenario, i.e. COVID-19, the big one earthquake, and super typhoon?",gaano kahanda gobyerno natin nangyari worst case scenario covid big earthquake super typhoon,2020-03-21,14:05:10+00:00,https://twitter.com/eoaniciete15/status/1241365235392380928
Mag dm sakin magkakajowa tapos magiging covid free pa,dm sakin magkakajowa tapos magiging covid free,2020-03-21,13:59:55+00:00,https://twitter.com/MarkDobre/status/1241363915415552000
"@CebuPacificAir hi I need to get your email address where i can send a request for a booking cancellation due to covid-19 reasons, thanks!",hi need get email address send request booking cancellation due covid reasons thanks,2020-03-21,13:56:50+00:00,https://twitter.com/ryetalksabout/status/1241363140966641666
Ano naaaa Maawa ka naman ncov,naaaa maawa ncov,2020-03-21,13:56:35+00:00,https://twitter.com/BryanRonald14/status/1241363076152274945
"I salute all health workers, doctors, and all medical staff and personnel who are at the frontlines, second and third lines of defense in this war against COVID-19. To all my former students who are now in the medical field serving the people, I am beyond proud of you, soldiers! ",salute health workers doctors medical staff personnel frontlines second third lines defense covid former students medical field serving people beyond proud soldiers,2020-03-21,13:47:18+00:00,https://twitter.com/rlink21/status/1241360738309902336
"Basta after this COVID-19 crisis, binilhan ko pa rin siya ng cake to blow her candle this year. Praying for the world ",basta covid crisis binilhan rin cake blow candle year praying world,2020-03-21,13:46:36+00:00,https://twitter.com/jhoemzvercide/status/1241360562346266624
After this Covid 19 issue. May chance ba under constitution na tanggalin lahat ng politikong polpol at pabaya? ,covid issue chance constitution tanggalin politikong polpol pabaya,2020-03-21,13:46:12+00:00,https://twitter.com/mayaanicolai/status/1241360461481693184
"Dahil po sa Community Quarantine dulot ng COVID 19, pinapabatid po sa lahat na ang mga schedule para sa Registration, Workshop proper at PSF Theater Festival ay SUSPENDED muna subject to re-scheduling depende sa kahihinatnan ng sama-sama nating paglaban sa epidemyang ito. ",community quarantine dulot covid pinapabatid schedule registration workshop proper psf theater festival suspended muna subject scheduling depende kahihinatnan nating paglaban epidemyang,2020-03-21,13:43:48+00:00,https://twitter.com/VinceTanada/status/1241359859540299776
"Good news we found a supplier who committed to provide us with collections kits enough to complement our upcoming covid kits, on to the next steps.... #ResponsibleSelling #MoralObligation #AllplexNCOVTestAssay #Endure",good news found supplier committed provide us collections kits enough complement upcoming covid kits next steps,2020-03-21,13:42:25+00:00,https://twitter.com/iamDONEweLL/status/1241359511371132928
Tibay ng DOH para hindi magpa Mass Testing putangina! FREE MASS TESTING COVID-19 !!! ,tibay doh magpa mass testing free mass testing covid,2020-03-21,13:40:21+00:00,https://twitter.com/eyeraaah/status/1241358991126478848
Epekto ng covid punyeta naka limang tiktok HAHAHAHAHAHAHAHAHAHHAHAHAHAHAHAHAHAHAHAHAHAHHAHAHAHA ako’y jump,epekto covid punyeta naka limang tiktok hahahahahahahahahahhahahahahahahahahahahahahhahahaha akoy jump,2020-03-21,13:37:05+00:00,https://twitter.com/atetsirkk/status/1241358167604252673
Ang hirap ng may jowa pag lockdown. Miss na miss mo na pero hindi kayo pwedeng magkita #COVID19PH #Covid_19,hirap jowa lockdown miss miss mo pwedeng magkita,2020-03-21,13:36:48+00:00,https://twitter.com/k_me_an/status/1241358096707932160
Tama na please nakakapagod na ung COVID 19 na to makisma nmn sna lht sa community quarantine #Covid_19,tama please nakakapagod covid makisma nmn sna lht community quarantine,2020-03-21,13:36:34+00:00,https://twitter.com/minozargen/status/1241358037387894784
Wag na daw ako lumabas ng bahay kasi mas malaki ang chance na magka COVID-19 kesa magkajowa ako. #EDiOkay,daw lumabas bahay kasi malaki chance magka covid kesa magkajowa,2020-03-21,13:30:59+00:00,https://twitter.com/itsmejaszon/status/1241356634502254592
Sometimes when i go to sleep i wonder how many of the patients i have seen woth pneumonia are actually COVID (+). Testing is limited and the results take time. I pray to God that this crisis ends soon.,sometimes go sleep wonder many patients seen woth pneumonia actually covid testing limited results time pray god crisis ends soon,2020-03-21,13:29:49+00:00,https://twitter.com/martin_bravo88/status/1241356341156786178
"“ And remove all clothes which are outside . when you hear the sounds of airplanes at night, it is for you to know that it is related to this matter (COVID-19).”",remove clothes outside hear sounds airplanes night know related matter covid,2020-03-21,13:28:11+00:00,https://twitter.com/klparas/status/1241355928038858754
"Before this #Covid_19 pandemic. I was thinking of buying a lot to build my own house. I kept on watching tiny houses most especially from Tokyo. Yes, I want a tiny house and if God will give me and my partner a child we can just extend it.",pandemic thinking buying lot build house kept watching tiny houses especially tokyo yes tiny house god give partner child extend,2020-03-21,13:28:07+00:00,https://twitter.com/ZohannaSilver/status/1241355912545091586
"Thank you to all the doctors, burses, health workers, government officials who work tirelessly to help everyone fight this COVID-19 pandemic. Without you all we would be worse off. Take care and may God continue to keep you strong and healthy. ",thank doctors burses health workers government officials work tirelessly help everyone fight covid pandemic without would worse god continue keep strong healthy,2020-03-21,13:27:39+00:00,https://twitter.com/sulatnabentapa/status/1241355795331047426
President Rodrigo Duterte: COVID-19 #MassTestingNowPH: Our Demand to the Duterte Government - Sign the Petition! http://chng.it/KGSNWPLF via @ChangePilipinas,president rodrigo duterte covid demand duterte government sign petition via,2020-03-21,13:24:05+00:00,https://twitter.com/Leksa_usc/status/1241354899553546241
Ganda yan ba epekto ng covid,ganda yan epekto covid,2020-03-21,13:22:34+00:00,https://twitter.com/riancalista/status/1241354517536333827
Pansin nyo wala pang COVID POSITIVE case sa mga bilangguan? Di kasi sila lumalabas! #StayAtHome #MMQuarantine #Covid_19,pansin nyo covid positive case bilangguan kasi lumalabas,2020-03-21,13:21:13+00:00,https://twitter.com/JR_Palanca/status/1241354174735908864
"Sana matapos natong ncov nato please, gustong gusto ko na umuwi ng taguig ",matapos natong ncov nato please gustong umuwi taguig,2020-03-21,13:20:59+00:00,https://twitter.com/CarlosMaxine/status/1241354117416546304
"CALL FOR DONATION Jose Fabella Hospital specifically the NUTRITION AND DIETETICS DEPARTMENT is in need of N95, and other PPE in combating COVID-19, please PM me for any donations... Thank you very much...",call donation jose fabella hospital specifically nutrition dietetics department need n95 ppe combating covid please pm donations thank much,2020-03-21,13:17:17+00:00,https://twitter.com/sir_arkie/status/1241353188013268995
"Me and D are sharing the condo working from home. While he writes guides for quarantine and covid help articles, I watch Ru Paul. ",sharing condo working home writes guides quarantine covid help articles watch ru paul,2020-03-21,13:14:05+00:00,https://twitter.com/nadineberdin/status/1241352381356359680
"81 of 366: As of today, the number of COVID-19 cases has been increasing. At this rate, we will be looking at longer quarantine and lockdown period. People, please please, stay indoors! Everyone is affected. If you… https://www.instagram.com/p/B9_zYcZF1G_/?igshid=1d5vhfsp39zc3",today number covid cases increasing rate looking longer quarantine lockdown period people please please stay indoors everyone affected,2020-03-21,13:12:29+00:00,https://twitter.com/idblovinmeg/status/1241351977503584256
"Kala ko ba handa tayo sa COVID-19, @DOHgovph? Sakit sa puso! ",handa covid sakit puso,2020-03-21,13:11:05+00:00,https://twitter.com/gelo_lakwatsero/status/1241351627266617345
Dalawa na ‘yung case ng ncov dito sa’min. Huhu ingat kayong lahat guys,case ncov kayong guys,2020-03-21,13:07:40+00:00,https://twitter.com/iamhazelsato/status/1241350765936914438
Kontro covid,kontro covid,2020-03-21,13:06:45+00:00,https://twitter.com/butchowkie/status/1241350533606076416
Ano na kaya mangyayare satin nextmonth? Next year????? Fck Covid!!!!!!,mangyayare satin nextmonth next year fck covid,2020-03-21,13:06:32+00:00,https://twitter.com/MarkDobre/status/1241350480799793152
Masaklap talaga /Covid-19 mag-disappear kana... https://youtu.be/aR-DlLeG1OU via @YouTube,masaklap covid disappear kana via,2020-03-21,13:02:05+00:00,https://twitter.com/earll_07/status/1241349361813995520
Pag ba pinaloadan kita papayag kana din mag date tayo after covid? ,pinaloadan papayag kana date covid,2020-03-21,13:01:36+00:00,https://twitter.com/EzraYanEh/status/1241349240103661569
potaena goal ko before magend tong year na to pumayat ako ng kahit papano o magbawas ng timbang eh putangina covid pa lamon hobby mo ghorl????,potaena goal magend year pumayat papano magbawas timbang covid lamon hobby mo ghorl,2020-03-21,12:55:07+00:00,https://twitter.com/sheshellsxx/status/1241347607223402496
Malapit ko ng mamemorize ang apat na kanto ng kwarto ko #Covid_19PH #EnhancedCommunityQuarantine,malapit mamemorize kanto kwarto,2020-03-21,12:53:10+00:00,https://twitter.com/lensosweet/status/1241347118456963077
150 million lang ? Ang liit naman sa dami ng napinsala ng ncov na ito.,million liit dami napinsala ncov,2020-03-21,12:49:32+00:00,https://twitter.com/usagi_steph/status/1241346202123165696
Nagchikahan pa nga about kay Covid ,nagchikahan nga kay covid,2020-03-21,12:46:00+00:00,https://twitter.com/hazelannamazing/status/1241345313887019008
"A big THANK YOU to our frontliners and heath care workers who are leading the fight against this pandemic. As of today, March 21, there are a total of 13 recoveries from COVID-19. This includes the 5 recoveries… https://www.instagram.com/p/B9_vO3mHC0S/?igshid=1guppjp3lxtgf",big thank frontliners heath workers leading fight pandemic today march total recoveries covid includes recoveries,2020-03-21,12:36:12+00:00,https://twitter.com/dtsebastian/status/1241342848143888385
"Pinas wala tayo sa COVID Olympics ha? Hindi to paramihan ng kaso para manalo, pababaan to para manalo tayo! #StayTheFuckHome #COVID19PH",pinas covid olympics paramihan kaso manalo pababaan manalo,2020-03-21,12:35:38+00:00,https://twitter.com/reyes_jbl/status/1241342706023927808
OMG! THARNTYPE FANMEET IN MANILA TOMORROW! OOHH POSTPONED! DAMN COVID-19! @khunlara @KITzzME @kingsuppasit @MSuppasit @gulfkanawut @Teemild_ @kaownah9 @Bossser_ #mewlions #Mewsuppsit,omg tharntype fanmeet manila tomorrow oohh postponed damn covid,2020-03-21,12:33:34+00:00,https://twitter.com/OfficialVinceA/status/1241342186039341058
.@drharshvardhan: Expand Screening to Stop Covid-19 from Becoming an Epidemic - Sign the Petition! http://chng.it/pYr7rK4z via @ChangePilipinas,expand screening stop covid becoming epidemic sign petition via,2020-03-21,12:31:40+00:00,https://twitter.com/Ajayk7/status/1241341706001199104
"Again, many politicians not showing symptoms are getting tested while many are dying without getting tested of COVID-19 #MassTestingNowPH #Covid19PH #COVID19",many politicians showing symptoms getting tested many dying without getting tested covid,2020-03-21,12:30:20+00:00,https://twitter.com/m0nteefalc0/status/1241341369156681728
"Nakakairitang mabasa na ang mga politiko na nabibigyan ng priority for testing ng Covid. Before it only takes at least 48hrs bago marelease ang results. Ngayon umaabot na ng 5-7 days. Paano kasi sa sobrang rami na nga ng PUI, may mga basurang pulitiko pa na nagpapatest....",nakakairitang mabasa politiko nabibigyan priority testing covid takes least 48hrs marelease results umaabot days kasi sobrang rami nga pui basurang pulitiko nagpapatest,2020-03-21,12:29:47+00:00,https://twitter.com/iSHERtheNOBLE/status/1241341231721902082
WATDAF*CK! whyyyyyyy?! taena 307 na may Covid at wala man lang silang pake ,watdaf ck whyyyyyyy taena covid silang pake,2020-03-21,12:22:59+00:00,https://twitter.com/riazen/status/1241339522463326209
PAG TAPOS NITONG COVID MAG WAWALWAL TAYO NG SOLID!! PAG TAPOS NITONG COVID MAG WAWALWAL TAYO NG SOLID!! PAG TAPOS NITONG COVID MAG WAWALWAL TAYO NG SOLID!! PAG TAPOS NITONG COVID MAG WAWALWAL TAYO NG SOLID!! PAG TAPOS NITONG COVID MAG WAWALWAL TAYO NG SOLID!!,tapos nitong covid wawalwal solid tapos nitong covid wawalwal solid tapos nitong covid wawalwal solid tapos nitong covid wawalwal solid tapos nitong covid wawalwal solid,2020-03-21,12:21:35+00:00,https://twitter.com/ecyoj_tagamu/status/1241339167906222081
