tweet,clean,topic
Bakit ba yung ibang tao sinasabi na sana maganda rin kaming mga pangit at sana sikat din kaming mga pangit kase lahat ng magaganda sikat at pinapahalagahan bakit kameng wala sa muka bihira nalng pahalagahan ang hirap guyss#Covid_19PH,ibang sinasabi maganda kaming pangit sikat kaming pangit kase magaganda sikat pinapahalagahan kameng muka bihira nalng pahalagahan hirap guyss,9
TANG INA NG PRESSCON NI DUTERTE. FROM UPDATES ABOUT SA COVID-19 TO POGOs REAL QUICK HAHAHAHAHA MAMATAY KA NG HAYUP KA,tang presscon duterte updates pogos real quick mamatay hayup,9
Ex-SOH and now Ilolilo Rep. Janette Garin lauds DOH’s designation of COVID hospitals: I would like to commend the Department of Health for heeding the call and designating specific hospitals to cater only to COVID-19 patients.,ilolilo janette garin lauds dohs designation hospitals would like commend department health heeding call designating specific hospitals cater patients,9
"So how can we strictly enforce social distancing and municipality quarantine if LRT and MRT continue to be operational? Pag sumakay ako ng ayala, need ko na bumaba ng guadalupe para within the same city pa rin? LOL! #lockdown #Covid_19",strictly enforce social distancing municipality quarantine continue operational sumakay ayala need bumaba guadalupe within city,9
Check COVID BULLETIN updates on @IloveTaguig1 ,check bulletin updates,9
It’s likely unlikely that that man has the balls to face the consequences of not declaring the blocking of chinese entering the country with ncov that hadn’t hatch yet and will surely incubate and spread to our very own citizenry ,likely unlikely balls consequences declaring blocking entering country hadnt hatch surely incubate spread citizenry,9
"random convo sa bahay ft. ate and tita: tita: hala gel, bawal na daw magkiss, bawal na rin daw magholding hands ate: oo nga daw tita: buti pa si blanch, single ate: oo nga, safe me: single: covid-19: pede na ko lumayas, bye",random convo bahay tita tita hala bawal magkiss bawal magholding tita buti blanch single safe single pede lumayas,9
same situation sa brother ko nag pa book sila for march 27-28 for wedding and fully paid na sila dahil sa ncov nag decide na lang sila ipa reseched but instead nang hihingi ulit ng another downpayment ang mga kupal tas di pa maibalik yung ibinayad nila ng buo -,situation brother book march wedding fully paid decide reseched instead hihingi ulit another downpayment kupal maibalik ibinayad,9
Gov said nCoV didn’t like warm weather ,said didnt like warm weather,9
Kontra COVID 19 daw hahahaha.. Ginmansi ,kontra ginmansi,9
hindi ko makuha ang esensya na ang gustong solusyon ng marami kontra CoViD-19 ay ang patalsikin si PRRD at wag sundin yung bilin. srsly guys? ,makuha esensya gustong solusyon kontra patalsikin prrd sundin bilin srsly guys,9
Quezon City Mayor Joy Belmonte meets with all top barangay officials of the city to discuss actions to be taken vs #NCov. ,quezon city mayor belmonte meets barangay officials city discuss actions taken,9
"Tangina mo, Covid-19. Nurse na nagsabi sa’kin magbeer ako para maiwasan ka. Gago, aaraw-arawin ko na ‘to. Hindi ka makakapasok sa sistema ko. Ulol. Me is lasing atm ",nurse nagsabi sakin magbeer maiwasan aaraw arawin makakapasok sistema lasing,9
"My tita on covid-19: hindi yan virus, lason yan na nirelease ng China dinala ng hangin dito. *Me, a BSMT grad, RMT, former RITM employee and an MS Public Health Student in UPM: ",tita lason nirelease china dinala hangin bsmt grad former ritm employee public health student,9
Saka itong covid sinadya din spread dito sa pilipinas alam niyo kung bakit sa franchise ng abscbn para magalit ang mga tao kay tatay digong. Kasi favorite niya ang mga chinese kaya yun ang way nila para magalit ang taong bayan sa kanya. Di niyo nahahalata?,saka itong sinadya spread pilipinas alam niyo franchise abscbn magalit tatay digong kasi favorite magalit taong bayan niyo nahahalata,9
Proof that COVID is not some form of man-made bioweapon ,proof form made bioweapon,9
"Pag nag vlog ba ako while on quarantine, ang title ng video ko ay coVID?",vlog quarantine title video,9
"When Federico Tiozen Jr. and his son Federico III heard of the threat of COVID-19, they started fitting cardboard boxes on the seats of their jeepneys to enforce ""social distancing"" among passengers as a way to prevent the spread of the virus. Pictures for @GettyImagesNews",federico tiozen federico heard threat started fitting cardboard boxes seats jeepneys enforce social distancing among passengers prevent spread pictures,9
"COVID-19 ka lang, single kami. Expect ata kami sa Social Distancing at No Physical Contact. ",single expect social distancing physical contact,9
As of today wla akong nakitang social distancing... __ Sa relasyon nyo lang. charot! #SocialDistancing #CommunityQuarantine #Covid_19PH #C0R0NA #Covid19 #coronavirus #CoronaVirusUpdates #CharuteraKaGhorl,today akong nakitang social distancing relasyon charot,9
"According to this boy genius @collegeboymnl, sensationalized daw at di naman serious ang covid-19. Tsaka ang mamamatay lang naman daw ay adik na squatter. If this wasn’t proof that Phil education was a big failure, then I don’t know what is. ",according genius sensationalized serious tsaka mamamatay adik squatter wasnt proof phil education failure dont know,9
Convo Sa GC naming MagkaKaklase ng Highschool: Rica: (Nagsend ng Video Bout sa Corona Virus - COVID-19) - BANANA lang pala Katapat... Ako: (Sinend ko ’yung Pic na ’to ) - Buti na lang Bumili Ako ng Saging… https://www.instagram.com/p/B9wD8JcnjKM/?igshid=1h42wjs5ugsda,convo naming magkakaklase highschool rica nagsend video bout corona banana pala katapat sinend buti bumili saging,9
Having a banana a day keeps coronavirus away ,banana keeps away,9
"Sila takot gumala, ako? Lakong pake!! Balakayojan life goes on! Hahaha tarda ya se NCov ara pa kamo man panic kay kalat ya ginuu. RESA AMO KEL DAPAT!!",takot gumala lakong pake balakayojan life goes tarda kamo kalat ginuu resa,9
#FoodIsLove with something spicy korean inspires instant noodles. #BurpBlessings in the time of COVID quarantine. @Bagong Pag-Asa https://www.instagram.com/p/B9vYXRBHbK5/?igshid=hln2sg89r8za,something spicy korean inspires instant noodles time quarantine,9
Social distancing ang parating pinapaalala sa atin pero bakit nung wala pang COVID-19 eh matagal ka nang iniiwasan ng taong mahal mo?,social distancing parating pinapaalala matagal iniiwasan taong mahal,9
Health officials: Social distancing to avoid contracting covid-19. Me: Sure. Been preparing for that my entire life. #COVID19 #introverts,health officials social distancing avoid contracting sure preparing entire life,9
"Nakaka panic ang covid,kaya mag ingat po tayo sa mga taong di tayo iningatan. K BYE..",nakaka taong iningatan,9
"Wala nang Ethyl Alcohol, si Ethyl Booba na lang gamitin natin laban sa COVID-19. charot. kbye ",ethyl ethyl booba gamitin natin charot kbye,9
"Hangga’t di nagpositive sa covid, tuloy lang daw ang buhay. Hahahaha pota pa nyang social distancing na yan. Paano yaaaaan?",hanggat nagpositive tuloy buhay pota nyang social distancing yaaaaan,9
What was the possibility that the #Covid_19 is a bioweapon?,possibility bioweapon,9
Di ata ako mamamatay sa covid sa trabaho pwede pa,mamamatay trabaho pwede,9
" FOR SALE!!! ALCOHOL!!! ALCOHOL! Ethyl Alcohol with Moisturizer 95% Solution 1000mL/1Liter per Bottle Medical Grade Alcohol Anti-Virus Corona Virus Fighter “It kills Viruses,Germs,Bacteria” #alcohol #COVID #FDAapproved #lowestprice",ethyl moisturizer solution 1000ml 1liter bottle medical grade anti corona fighter kills viruses germs bacteria,9
I thought you said that coronavirus was a hoax? Glad that you’re coming to your senses somehow ,thought said hoax glad youre coming senses somehow,9
Kahit wala pang covid-19 dapat lang na may alcohol sa bag at bahay natin dahil alam namang hindi sapat ang paghuhugas ng kamay para masabing malinis. Kaya nga may salitang sanitation eh kasi dun nakapaloob ang alcohol at sanitizer at ginagamit yon pagkatapos maghugas ng kamay.,bahay natin alam namang sapat paghuhugas kamay masabing malinis salitang sanitation kasi nakapaloob sanitizer ginagamit maghugas kamay,9
Constant sex kills coronavirus? ,constant kills,9
"we’ll be loyal, we’ll be loyal to thee we shall sing and for thy honor we shall live! COVID-19 WHO???? ",well loyal well loyal thee shall sing honor shall live,9
And there are rumors that this covid-19 is not actually came from an animal but it was made by chinese for biological warfare. I dont know how true is this but it is a serious issue now that it affects the whole world.,rumors actually came animal made biological warfare dont know true serious issue affects whole world,9
Magkakaroon ng gamot sa COVID pero sa bobong katulad mo wala na. ,magkakaroon gamot bobong,9
Kasi sa school niyo di natatablan ng ncov,kasi school niyo natatablan,9
Watched Duterte’s press conference regarding COVID-19. Natawa na lang ako. “Tang inang virus na yan. Saan ba naktira yan.” Akala ko iihian na naman niya eh. ,watched dutertes press conference regarding natawa tang inang naktira akala iihian,9
"Maganda rin ang ipinunto ng isang kasama na hindi malabo ito. Pinilit na itago ang cases ng covid 19 para maiwasan ang public panic, at ngayon na final reading na ng mga polisiyang anti-mamamayan ay pinaingay para isway ang atensyon ng mamamayan. Gaya ng security of tenure ++",maganda ipinunto kasama malabo pinilit itago cases maiwasan public final reading polisiyang anti mamamayan pinaingay isway atensyon mamamayan gaya security tenure,9
"covid proof mga taga QC, mayor JOY ano na po? ",proof taga mayor,9
"URGING FUCKING CITY MAYORS & OFFICIALS TO SUSPEND ALL THE CLASSES FOR TOMORROW DUE TO THE NCOV OUTBREAK!!!!! HEALTH MUNA, HIRAP MAGKASAKIT— ITATAGO NIYO MGA GAMOT AT POSSIBLE CURE FOR THIS VIRUS, TAPOS IHO-HOARD NIYO MGA HEALTH PROTECTION PRODUCTS ""CAPITALISM"" #WalangPasok",urging fucking city mayors officials suspend classes tomorrow outbreak health muna hirap magkasakit itatago niyo gamot possible cure tapos hoard niyo health protection products capitalism,9
"Pano pag sa aso pala nanggaling yung covid tas nag antigenic shift lang, pwede ba siyang tawaging SCOVIDO? Ok bye.",pala nanggaling antigenic shift pwede siyang tawaging scovido,9
What if.... Kaya naman magconfirm ng DOH ng mga COVID cases ahead of time kaso naghihintay lang sila ng perfect moment like yung maingay na issueng pwedeng matabunan tulad ng mga Chinese/POGO bago nila iannounce?,magconfirm cases ahead time kaso naghihintay perfect moment like maingay issueng pwedeng matabunan pogo iannounce,9
z: can i ask u to buy me a box of face masks when u go to ? me: yea sure. innisfree? z: wdym innisfree? huh? me: the brand ba. thats the best brand for me. z: I MEANT CORONAVIRUS FACE MASKS THINGY BA. me: ... napa-face palm ako @zhanstuff,masks sure innisfree wdym innisfree brand thats best brand meant masks thingy napa palm,9
Was at #LuckyChinatownMall awhile ago and noticed that almost 90% of Chinese citizens are wearing face mask as if we’ve got a confirmed #Coronavirus case in the country. Are they just being careful of acquiring it or they knew somerhing that we Filipinos didn’t know?! ,awhile noticed almost citizens wearing weve confirmed case country careful acquiring knew somerhing filipinos didnt know,9
"Not sure it means anything, but everyone in my barangay has cold symptoms similar to the COVID-19 disease. No testing equals no corona virus..oh, and we have a measles outbreak too. We love you @DOHgovph Lazy fuckers",sure means anything everyone barangay cold symptoms similar disease testing equals corona measles outbreak love lazy fuckers,9
Lemme make my own assumptions regarding CoVId reaching S.Korea. Not sure if everyone knows that this started as a Biochemical Weapon being made by the Chinese people &amp; was spread for reasons we are not sure how. Also its meant to be used to attack somewhere.. And how this spread,make assumptions regarding reaching korea sure everyone knows started biochemical weapon made people spread reasons sure meant used attack somewhere spread,9
ncov proof ang ue college warriors. Nice.,proof college warriors nice,9
"Have also heard from a Viber group that the coronavirus could be a lab sample gone rogue. The source appears to be very credible, but...we live in dangerous times. When technology exists to make words come out of a person’s mouth",heard viber group could sample gone rogue source appears credible live dangerous times technology exists make words persons mouth,9
But the nCov is not a biological attack? ,biological attack,9
Sotto shows film on nCoV as bioweapon vs China; Locsin calls it craziest video https://newsinfo.inquirer.net/1224005/sotto-shows-film-on-ncov-as-bioweapon-vs-china-locsin-calls-it-craziest-video via @inquirerdotnet,sotto shows film bioweapon china locsin calls craziest video,9
"it was the chinese government’s fault. instead of addressing the issue back in december, they labeled the medical professionals who spotted #coronavirus as dissenters and as propagaters of lies and fear. there would be no outbreak if it wasn’t for beijing. ",governments fault instead addressing issue back december labeled medical professionals spotted dissenters propagaters lies fear would outbreak wasnt beijing,9
"Yes,we are not mistaken ncov is here and have been welcomed virtually by these official who are suppose to stop all chinese nationals from entering out ports and airports. ",mistaken welcomed virtually official suppose stop nationals entering ports airports,9
No more face masks ?? Out of stock ?? Now you know where to get one. Or many. @HotelSogo kudos #coronavirus #CoronavirusOutbreak #coronavirusPH – at Mindanao Avenue,masks stock know many kudos mindanao avenue,9
"imagine, coronavirus - a virus that could easily be transmitted through direct contact or even considered as air borne??? sa no.1 most congested city in the world? good luck ",imagine could easily transmitted direct contact even considered borne congested city world good luck,9
What if the coronavirus is China’s biological warfare gone wrong? Hmmm...,chinas biological warfare gone wrong hmmm,9
"Yung outbreak ngayon ng NCoV, naalala ko yung ’Contagion’ film. It all started with bats!",outbreak naalala contagion film started bats,9
"Ayan, uso n naman magpanic dahil sa COVID-19. Eto lang masasabi ko n malaking tulong pampalakas ng resistensya. Details: http://Bit.ly/OrderOneOptiJuice #Philippines #covidoutbreak #COVID2019 #covid #Pinoy #Filipino #MetroManila #healthiswealth #prevention #healthylifestyle",ayan magpanic masasabi malaking tulong pampalakas resistensya details,10
"If you want the latest on CoVid19 straight from DOH, join their official Viber Group, DOH PH COVID-19 Chatting is disabled, so you’ll only receive what’s latest #COVID2019 #COVID19PH",latest covid19 straight join official viber group chatting disabled youll receive whats latest,10
"BALA KA NA JAN BHE. MALAKI KA NA. KAIN KA NALANG MARAMING BIGAS PARA IWAS COVID 19, SABI NI d¡g0nG ;* ",bala malaki kain maraming bigas iwas dg0ng,10
Survived the 1 week WFH! The work arrangement that we all asked for seems not that cool. #WFH #Covid_19,survived week work arrangement asked seems cool,10
Sa mga naniniwala dun sa saging va covid... Nawa po’y ikasaya niyo at ikatigas ng tae niyo ang mga saging na lalamunin ninyo.,naniniwala saging nawa ikasaya niyo ikatigas niyo saging lalamunin ninyo,10
Eto good news: Antibody Molecular Technique for nCov discovered paving way for vaccine production :),good news antibody molecular technique discovered paving vaccine production,10
Straight nami sgeg inom pra iwas dw ncov hahahahahahahaha,straight sgeg iwas,10
paaraw daw pra iwas covid sabi ni ny selfieeee ,paaraw iwas selfieeee,10
Na buang njud sge namig inom ani pra iwas covid dw hahahahaha,buang njud namig iwas,10
Kami na lang ba ang di nagpapanic buying? Mas nagpapanic ako sa mga nagpapanic at sa preemptive posts. #COVID19 #COVID #CoronavirusPandemic,nagpapanic buying nagpapanic nagpapanic preemptive posts,10
Dapt ipag bawal tlga Yan. Kay nga suspended class nila pra Iwas sa NCOV,dapt ipag bawal tlga suspended class iwas,10
"Yung iba nag Papanic Buying, Ako nakiki Nerbyos na lng #Covid_19 #panicbuying",papanic buying nakiki nerbyos,10
"JUST IN: DepEd releases memorandum detailing guidelines for the prevention & control of 2019 nCoV ARD, among them the postponement of its national &amp; regional activities for February 2020. All off-campus activities are also suspended. ",deped releases memorandum detailing guidelines prevention control among postponement national regional activities february campus activities suspended,10
"Kahit na mag-hoard ka ng mga alcohol na kayang punuin ang isang Olympic-size Swimming Pool, kung ’yong kapit-bahay mo naman na wala nang mabili ay nahawaan ng CoVID-19, ikaw pa rin ang talo. Kaya please, stop hoarding and panic buying. Maawa kayo sa ibang tao mga peste kayo.",hoard kayang punuin olympic size swimming pool kapit bahay mabili nahawaan talo please stop hoarding buying maawa ibang,10
"May Arab kanina na lumapit sakin, nakikipag shake hands kase daw I was too kind. But I refuse the shake hands and wave in a polite way. #Covid_19",arab kanina lumapit sakin nakikipag shake kase kind refuse shake wave polite,10
COVID carriers could be among us. Tuloy lang ang precaution. Disinfect hands always. Carry a small spray bottle of alcohol with you.,carriers could among tuloy precaution disinfect always carry small spray bottle,10
"When u do, sama mo na ako sa shake hands. After CoVid para mas safe. Thank you in advance .",shake safe thank advance,10
"Hanggang prayers nalang talaga yung ""Sana hindi na magpapasok ng chinese lalo na’t meron nang case ng NCov"" + walang kwenta healthcare system lalo na kung wala kang sapat na pera. Maiiyak ka nalang sa takot eh. Kasi kahit gaano mo kagusto ingatan pamilya mo, di mo magagawa ",prayers magpapasok lalo meron case kwenta healthcare lalo kang sapat pera maiiyak takot kasi gaano kagusto ingatan pamilya magagawa,10
Kung ano ano kasi kinakain tas di naghuhugas ng kamay. #coronavirus,kasi kinakain naghuhugas kamay,10
Nakakaalarma yung kay sen migs zubiri.. Walang travel history at lagi nag aalcohol at naghuhugas ng kamay pero positive sa covid and asymptomatic..,nakakaalarma migs zubiri travel history aalcohol naghuhugas kamay positive asymptomatic,10
DOH may be ‘underreporting’ on COVID-19 – Lacson https://newsinfo.inquirer.net/1238230/doh-may-be-underreporting-on-covid-19 Matagal na kayo niloloko ng DOH now nyo lang napansin na under reporting mga data ng DOH while the rest of the world are panicking for the daily rise of NCov19,underreporting lacson matagal niloloko napansin reporting data rest world panicking daily rise ncov19,10
Lord sa panahon ngayon na laganap yung Covid bigyan mo po ako ng lakas para makapag save pa ng mga tao #GodsPlan #InsurePeople #GodGivenMission #HelpMeSaveMoreLives,lord laganap bigyan lakas makapag save,10
Kht nmn wlang ncov. Ganito ako mag flush ng toilet lalo na kpg wla tissue. Kpg may tissue i use my hands with tissue. Hahaha. ,wlang ganito flush toilet lalo tissue tissue tissue,10
"Lord, kung si Duterte lang ang kailangan niyo para matapos ang COVID 19 please kunin niyo na. #ParaSaBayan",lord duterte niyo matapos please kunin niyo,10
Self isolAte yourself as much as possible. Then buy medicines to treat the cough. Also drink vitamin c (1000mg) to boost your immune system. If ever that is covid 19 you can fight it over at home just drink the right meds for cough and incase fever. If it gets worst-,self isolate much possible medicines treat cough drink vitamin 1000mg boost ever fight home drink right meds cough incase fever gets worst,10
My inner childhood is shaking. Brilyante heal the people infected with COVID-19 lmao #EncantadiaReRun,inner childhood shaking brilyante heal people infected lmao,10
"Thank you, Lord. For this MOMENT OF CELEBRATION!!! WE GOT THE FDA APPROVAL TODAY of SEEGENE COVID 19 PCR-based testing kit from Korea. The FIRST KIT in the world developed through Artificial Intelligence. ",thank lord moment celebration approval today seegene based testing korea first world developed artificial intelligence,10
Tara inom ng alcohol iwas sa covid haha,tara iwas,10
"Nanunuod ako ng kingdom ngayun!! Peor pumapasok sa isip ko yung Covid-19 case ngayun! What if ganito ka lala yung sakit?Hayy my mga lockdown di nangyayari, my mga leaders din na sarili lang nila iniisio nila.",nanunuod kingdom ngayun peor pumapasok isip case ngayun ganito lala sakit hayy lockdown nangyayari leaders iniisio,10
Covid 19 left the group,left group,10
Sad reality Covid is coming - People: Panic Jesus is coming - People: Ignore,reality coming people jesus coming people ignore,10
PANIC BUYING VLOG! WATCH HERE: https://youtu.be/uPOEyJY_BDY SUBSCRIBE NOW! #SocialDistancing #coronavirus #COVID19 #CoronavirusOutbreak #COVID2019 #QuarantineLife #,buying vlog watch subscribe,10
Tangina kang CoVID-19. Nanahimik kasi mga panika at daga e!,kang nanahimik kasi panika daga,10
"Finally learned how to drink tablets without gagging and any drama for dem vit c achievement ’to for me, okay?? Push po tayo for better me 2020 despite the coronavirus crisis ",finally learned drink tablets without gagging drama achievement okay push better despite crisis,10
"Sa mga nag hoard ng alcohol at masks, dont get surprised kung tumaas ang number of ncov infected simply bec you took their chance to protect themselves. #greedymaniac",hoard masks dont surprised tumaas number infected simply took chance protect,10
What if yung mga taong nag papanic buying ng alcohol gets COVID 19 while buying them? Beats the purpose don’t you think?,taong papanic buying gets buying beats purpose dont think,10
Done claiming 121k worth of products for our team on this gloomy Saturday morning in Makati. More people are choosing to boost their immune system rather than panic cos we can fight this covid . Stay safe everyone – at The Enterprise Center,done claiming 121k worth products team gloomy saturday morning makati people choosing boost rather fight safe everyone enterprise center,10
"Experts say we can cantain COVID-19 and people do survive it. But did we listen? Noooooo! We still engaged in unreasonable behavior such as hoarding and panic-buying. The poor lady got affected by it. We gave in to the global panic storm, and it got to her. We did this to her. ",experts cantain people survive listen noooooo still engaged unreasonable behavior hoarding buying poor lady affected gave global storm,10
Grabe naman! Bago ko makapasok sa bahay pinag spray sprayan ako ng alcohol. Sa heart po yung sakit ko hindi po ncov. ,grabe makapasok bahay pinag spray sprayan heart sakit,10
"Vitamin C at alcohol, hindi bala! Massive NCoV testing, hindi giyera!",vitamin bala massive testing giyera,10
"Because of today’s COVID 19 bulletin update, “Panic Buying” is real! Pero ako, I will remain poise and calm. Charot! On a serious note, please stay safe and be informed. Take care everyone! #panicbuying #covid19… https://www.instagram.com/p/B9okBTUnd7T/?igshid=4yshdrijf0fz",todays bulletin update buying real remain poise calm charot serious note please safe informed everyone,10
Alam ko na kung bakit tayo masyadong nagpaPANIC sa COVID-19. Hehehe Kasi galing siya sa PANIC-ki. Hahahahahahahaha Kidding aside. Let us all move in faith and wisdom because God is in control. Keep safe everyone! #Covid_19,alam masyadong nagpapanic hehehe kasi galing kidding aside move faith wisdom control keep safe everyone,10
"No!I meant in these confused COVID 19 days that we live, a lot of people might grasp at exotic(an erotic) ""cures"" for the virus. From Vitamin C https://www.livescience.com/coronavirus-vitamin-c-myth.html to ginseng tea to pilates to vegetarian diets, to transcendental meditation and hand jobs(the M word)",meant confused days live people might grasp exotic erotic cures vitamin ginseng pilates vegetarian diets transcendental meditation hand jobs word,10
"Don’t panic BUT please wag din naman masyadong over confident konting ingat din. I also urge friends on FB to not downplay the covid-19 epidemic (pandemic na pala) by comparing this to other diseases who have high mortality rates. Dengue, HIV and covid-19 are the same!",dont please masyadong confident konting urge friends downplay epidemic pandemic pala comparing diseases high mortality rates dengue,10
Nakakatakot na mag fieldwork. Wag kang lalapit covid. Di pa ko nagkakajowa. Teka,nakakatakot fieldwork kang lalapit nagkakajowa teka,10
Sabi ng wifey ko wala na daw alcohol sa bahay for sanitization purposes amidst the present situation - COVID-19. Pero meron akong stock Martell Cordon Bleu. ,wifey bahay sanitization purposes amidst present situation meron akong stock martell cordon bleu,10
Been taking vitamins simula nung nag karon nung first case ng covid. I always carry my little alcohol and may mask din ako kasi may ubo din ako.,taking vitamins simula karon first case always carry little kasi,10
"Vitamin C does no harm to people and is the one of the few, if not the only, agent that has a chance to prevent us from getting, and can treat, COVID-19 infection. (Richard Z. Cheng, MD, PhD, International Vitamin C China Epidemic Medical Support Team Leader)",vitamin harm people agent chance prevent getting treat infection richard cheng international vitamin china epidemic medical support team leader,10
"I noticed politicians and biz executives have refused to shake hands, I’m curious though how does that square with banging their prostitutes #coronavirus",noticed politicians executives refused shake curious though square banging prostitutes,10
"Despite the efforts that the credible information about COVID-19 ARD, the Chinese Government is continuously censoring EVERYTHING, blocking the Chinese People from knowing what will be the consequence of the Outbreak. #COVID2019 #coronavirus",despite efforts credible information government continuously censoring everything blocking people knowing consequence outbreak,10
"Yung mask ko suot ko di dahil sa ncov, kundi dahil sa katabi ko na hindi ata naliligo! – at VIP Lounge NAIA Terminal 4",suot kundi katabi naliligo lounge naia terminal,10
Me: Infer naman sa Pinas wala masyadong cases ng COVID-19 samantalang Japan tapos South Korea madami na Officemate: Syempre malakas resistensya ng mga Pinoy eh. Iba immune system natin pangmalakasan. Kumakain nga tayo ng buhangin nung bata pa tayo HAHAHAHAHAHAHA POTA LEGIT ,infer pinas masyadong cases samantalang japan tapos south korea madami officemate syempre malakas resistensya pinoy natin pangmalakasan kumakain buhangin bata pota legit,10
"It’s natural for China to stonewall medical information & the magnitude of the NCov epidemic - but based on China lockdown last January 23 and WHO’s delay in the declaration of PHEIC, we must be perceptive of the http://signs.It’s a chess game. Let’s protect ourselves.",natural china stonewall medical information magnitude epidemic based china lockdown last january whos delay declaration pheic must perceptive chess game lets protect,10
"I cringed when I heard na mas dapat katakutan ang HIV kesa sa nCoV. Mga mamsh, hindi airborne ang HIV at kayang agapan hanggang maging undetectable yung strain ng virus sa katawan. Meron ding kinocompare ang nCoV sa TB. Susmaryosep, Sir. I don’t want a DDS for a supervisor.",cringed heard katakutan kesa mamsh airborne kayang agapan undetectable strain katawan meron ding kinocompare susmaryosep dont supervisor,10
"Pota.. Di ako pinasakay ng bus kanina. Sabi nung konduktor ""bawal chinese dito"". Gahd muka ba akong chinese?! Coronavirus pa more! Huhu. Mag-MRT nako!! Eto na.",pota pinasakay kanina konduktor bawal gahd muka akong nako,10
"pota di maalis sa isip ko yung baby, pota kung anak ko ’yon yayakapin ko siya ng sobrang higpit kahit alam kong infected siya ng coronavirus sobrang sakit na ultimo mga bata na walang alam sa nangyayari sa kapaligiran naapektuhan dahil sa virus na ’yan ",pota maalis isip baby pota anak yayakapin sobrang higpit alam infected sobrang sakit ultimo bata alam nangyayari kapaligiran naapektuhan,10
Sana legit yung video sa Australia na meron nang nadiscover yung mga Scientist na Antibodies Molecular Technique for Ncov.,legit video australia meron nadiscover scientist antibodies molecular technique,10
"Ewan ko ha, pero is it just me or I can feel, in reality, di lang iisa yung confirmed na merong nCoV dito? Na these officials are just covering up the case just so not to produce public panic &amp; chaos? Ang fishy lang kase. This is just my opinion ha, don’t take it personally.++",ewan feel reality iisa confirmed merong officials covering case produce public chaos fishy kase opinion dont personally,10
"Walang gamot ang 2019-nCoV. So basically aantayin mo na lang na sunduin ka ni Kamatayan or biglang maghimala. So please everyone, stay safe. May mga guidelines how to prevent being infected. Prevention is better than dying.",gamot basically aantayin sunduin kamatayan biglang maghimala please everyone safe guidelines prevent infected prevention better dying,10
"What if? 1. Inst.of Virology develops nCoV. 2. If it was covert, then the military has the vaccine 3. What if sabotage was discovered as it was being weaponized for testing on citizens? 4. Immunized military to act when ordered? Mission accomplished - Global Scare ",inst virology develops covert military vaccine sabotage discovered weaponized testing citizens immunized military ordered mission accomplished global scare,10
"Puro bantay, puro bantay. Tas kapag may nakapasok at may sign ng nCov, ibabalita. Kung tinitigil nyo muna pagtanggap ng mga pasahero sa NAIA no? Kaso NGA-NGA e. ",puro bantay puro bantay nakapasok sign ibabalita tinitigil muna pagtanggap pasahero naia kaso,10
"Natatakot na ko sa mga chingchong, seriously :( Sa kanila galing ang coronavirus, tapos tumae pa sa Intramuros at umihi sa gilid ng Edsa Ayala.",natatakot chingchong seriously galing tapos tumae intramuros umihi gilid edsa ayala,10
May gamot na para sa new strain ng Coronavirus ,gamot strain,10
"Are we not wondering why the new coronavirus emerged at the time of big festivities? 1 infected can infect 14 people, interacting on Christmas, Gregorian New Year, Chinese New Year—a great multiplier. Is this a natural phenomenon, or intentionally engineered?",wondering emerged time festivities infected infect people interacting christmas gregorian year yeara great multiplier natural phenomenon intentionally engineered,10
Misinformation na lng tlga sa news ang coronavirus. Hayyyy,misinformation tlga news hayyyy,10
hoy wag naman sana ako magkaroon ng coronavirus puro mga chinese pa naman nandito sa pinag oojt-han ko!!!!,magkaroon puro nandito pinag oojt,10
